peaks minus_1 plus_1
chr8:945676-947063 21 10
chr8:962897-964216 56 550
chr8:966978-968265 15 361
chr8:968552-969833 52 8
chr8:991110-992567 17 41
chr8:1004985-1006266 35 8
chr8:1024106-1025387 1 17
chr8:1033071-1034352 20 0
chr8:1053939-1055220 14 25
chr8:1057486-1058767 9 10
chr8:1080769-1082050 20 6
chr8:1101323-1102604 0 12
chr8:1113557-1114856 43 17
chr8:1136932-1138557 52 224
chr8:1143813-1145094 26 9
chr8:1243088-1244369 15 16
chr8:1243634-1245129 60 36
chr8:1257119-1258400 0 0
chr8:1272951-1274232 1 6
chr8:1281211-1282492 25 23
chr8:1287140-1288613 40 82
chr8:1290490-1291771 7 0
chr8:1301553-1302834 6 17
chr8:1320979-1322260 6 10
chr8:1339476-1340757 0 30
chr8:1386371-1387652 16 0
chr8:1387439-1388720 0 10
chr8:1403304-1404585 19 21
chr8:1411418-1412699 14 7
chr8:1429815-1431096 0 31
chr8:1457340-1458798 19 46
chr8:1471788-1473069 14 43
chr8:1489365-1490646 5 16
chr8:1497191-1498538 1 22
chr8:1508899-1510275 5 9
chr8:1541828-1543109 6 28
chr8:1548485-1549766 6 26
chr8:1552942-1554280 43 36
chr8:1562585-1564129 18 44
chr8:1570579-1571860 1 10
chr8:1580297-1581909 21 68
chr8:1582223-1583504 5 33
chr8:1616137-1617418 8 35
chr8:1617774-1619055 24 17
chr8:1623833-1625114 1 10
chr8:1630491-1632040 22 2
chr8:1632942-1634223 10 12
chr8:1639225-1640506 49 30
chr8:1649516-1650797 5 5
chr8:1703187-1704629 43 50
chr8:1718750-1720031 0 0
chr8:1745800-1747341 20 58
chr8:1748686-1749967 6 10
chr8:1760246-1761527 0 0
chr8:1777000-1778281 8 33
chr8:1791913-1793257 41 58
chr8:1795821-1797102 5 0
chr8:1797928-1799209 0 0
chr8:1808764-1810045 17 21
chr8:1821268-1822549 2 7
chr8:1829133-1830414 14 25
chr8:1846703-1847984 20 10
chr8:1852919-1854200 1 23
chr8:1854845-1856126 6 14
chr8:1870379-1871660 4 0
chr8:1876940-1878221 7 5
chr8:1878358-1879639 7 16
chr8:1896736-1898017 14 35
chr8:1904573-1905854 14 19
chr8:1907622-1908903 19 29
chr8:1941956-1943237 13 15
chr8:1982216-1983497 6 9
chr8:2001877-2003158 15 22
chr8:2014468-2015749 0 2
chr8:2048730-2050369 43 29
chr8:2074993-2076274 17 1
chr8:2079402-2080683 2 0
chr8:2088822-2090268 5 2
chr8:2090345-2091626 5 1
chr8:2093768-2095049 13 6
chr8:2129759-2131048 14 11
chr8:2140952-2142233 2 14
chr8:2175975-2177256 19 0
chr8:2196972-2198253 15 46
chr8:2205755-2207403 63 79
chr8:2302380-2303661 0 1
chr8:2351867-2353159 11 24
chr8:2433727-2435187 6 10
chr8:2469523-2470804 0 0
chr8:2534168-2535449 24 22
chr8:2534574-2536053 1 22
chr8:2584601-2585882 13 38
chr8:2590321-2591602 0 9
chr8:2616836-2618117 0 0
chr8:2690709-2691990 19 2
chr8:2734845-2736173 26 2
chr8:2737191-2738472 2 29
chr8:2742992-2744334 21 21
chr8:2773520-2774801 12 6
chr8:2783801-2785082 20 3
chr8:2819650-2820931 2 46
chr8:2886427-2887708 17 9
chr8:2904660-2905941 0 1
chr8:2932185-2933466 4 0
chr8:2963996-2965277 3 8
chr8:2964629-2966040 19 24
chr8:3026637-3027949 1 0
chr8:3166566-3167847 0 23
chr8:3198598-3199879 14 1
chr8:3223999-3225280 1 3
chr8:3237495-3238776 0 12
chr8:3253379-3254660 11 1
chr8:3313628-3314909 1 3
chr8:3349919-3351200 2 8
chr8:3354257-3355538 6 0
chr8:3452075-3453356 45 8
chr8:3452480-3453761 42 9
chr8:3456729-3458010 1 14
chr8:3649546-3650827 2 22
chr8:3666422-3667703 7 6
chr8:3766441-3767722 19 1
chr8:3785174-3786455 2 5
chr8:3830638-3831919 29 0
chr8:3835864-3837145 6 37
chr8:3962872-3964153 1 0
chr8:3981844-3983125 32 11
chr8:4004743-4006024 4 0
chr8:4012280-4013561 3 41
chr8:4026238-4027519 2 5
chr8:4119573-4120854 9 0
chr8:4142239-4143801 13 27
chr8:4233337-4234618 0 0
chr8:4311226-4312507 1 3
chr8:4330979-4332260 0 0
chr8:4347143-4348424 9 0
chr8:4389811-4391114 2 0
chr8:4419047-4420328 18 10
chr8:4441426-4442707 0 9
chr8:4441993-4443274 25 0
chr8:4446805-4448086 0 0
chr8:4481762-4483043 46 9
chr8:4564523-4565804 0 18
chr8:4578469-4579750 0 9
chr8:4653134-4654415 19 5
chr8:4661349-4662630 0 26
chr8:4667351-4668632 2 23
chr8:4711286-4712607 25 8
chr8:4753777-4755058 2 22
chr8:4805961-4807416 17 20
chr8:4845341-4846622 1 8
chr8:4941838-4943174 31 10
chr8:4956389-4957670 1 5
chr8:4964351-4965632 1 13
chr8:5022325-5023606 5 2
chr8:5044574-5045855 12 3
chr8:5124963-5126244 0 21
chr8:5147364-5148645 9 7
chr8:5178181-5179462 11 2
chr8:5223018-5224299 4 1
chr8:5263536-5264817 23 0
chr8:5264052-5265333 1 8
chr8:5311202-5312611 0 2
chr8:5332346-5333627 9 33
chr8:5356501-5357782 3 0
chr8:5410506-5411787 2 22
chr8:5412970-5414251 0 28
chr8:5571062-5572343 24 1
chr8:5574122-5575403 2 1
chr8:5585287-5586568 5 5
chr8:5617743-5619024 0 26
chr8:5641272-5642553 1 19
chr8:5686806-5688087 5 0
chr8:5813601-5814882 0 0
chr8:5828015-5829296 3 11
chr8:5901595-5902876 14 63
chr8:5993575-5994856 5 7
chr8:6000658-6001939 21 0
chr8:6018459-6019740 0 0
chr8:6078208-6079489 1 1
chr8:6086795-6088076 0 1
chr8:6170487-6171768 47 14
chr8:6272076-6273379 1 30
chr8:6278048-6279329 6 3
chr8:6302197-6303938 0 31
chr8:6360631-6361912 0 0
chr8:6385585-6387087 10 96
chr8:6440854-6442135 0 3
chr8:6456094-6457521 69 142
chr8:6492106-6493387 12 13
chr8:6505815-6507257 113 407
chr8:6620831-6622112 37 2
chr8:6639341-6640622 2 30
chr8:6663641-6664922 20 14
chr8:6745982-6747263 3 6
chr8:6779505-6780849 1 15
chr8:6880276-6881557 6 4
chr8:6996295-6997576 3 0
chr8:7152999-7154280 19 2
chr8:7224481-7225762 3 26
chr8:7307117-7308398 0 10
chr8:7307770-7309051 0 19
chr8:8034422-8035703 2 4
chr8:8092480-8093761 12 8
chr8:8101445-8102901 38 47
chr8:8120355-8121636 0 7
chr8:8145237-8146518 3 16
chr8:8153152-8154554 225 243
chr8:8210287-8211568 2 0
chr8:8219305-8220608 126 128
chr8:8219767-8221048 106 80
chr8:8233228-8235078 77 46
chr8:8238461-8239742 2 0
chr8:8264280-8265561 0 0
chr8:8285338-8286619 0 1
chr8:8285935-8287216 5 0
chr8:8298520-8299801 4 4
chr8:8324061-8325342 16 41
chr8:8324775-8326056 0 27
chr8:8345297-8346578 3 0
chr8:8407082-8408363 7 15
chr8:8470399-8471680 0 18
chr8:8477166-8478447 15 13
chr8:8521755-8523036 8 8
chr8:8526034-8527315 0 7
chr8:8536585-8537866 4 0
chr8:8556444-8557725 4 38
chr8:8559863-8561144 2 8
chr8:8654354-8655992 31 6
chr8:8724018-8725299 1 0
chr8:8746084-8747479 7 0
chr8:8774783-8776162 68 48
chr8:8799680-8800961 0 2
chr8:8859562-8860843 20 33
chr8:8873640-8874921 3 1
chr8:8875138-8876419 1 0
chr8:8945948-8947229 2 24
chr8:8967759-8969084 25 1
chr8:8979829-8981110 0 0
chr8:8982839-8984120 22 0
chr8:8996804-8998085 0 5
chr8:9021850-9023131 0 0
chr8:9046063-9047344 23 17
chr8:9060288-9061569 0 8
chr8:9114246-9115527 0 0
chr8:9128830-9130111 21 2
chr8:9151104-9152385 12 39
chr8:9161338-9162619 25 3
chr8:9189985-9191266 1 21
chr8:9240589-9241870 4 15
chr8:9293523-9294804 11 0
chr8:9303502-9304783 19 8
chr8:9408225-9409506 2 5
chr8:9505607-9506900 0 0
chr8:9509141-9510422 0 0
chr8:9549422-9550703 23 8
chr8:9633242-9634593 29 21
chr8:9638129-9639410 2 18
chr8:9660121-9661469 43 45
chr8:9704837-9706118 2 36
chr8:9734114-9735395 29 11
chr8:9744231-9745512 25 5
chr8:9756869-9758150 26 32
chr8:9757467-9758748 8 21
chr8:9762202-9763483 4 3
chr8:9775674-9776955 3 5
chr8:9786179-9787460 1 14
chr8:9801379-9802660 11 10
chr8:9852614-9853895 4 4
chr8:9884188-9885643 33 12
chr8:9919262-9920543 10 4
chr8:10009143-10010424 0 5
chr8:10079523-10080804 0 0
chr8:10133256-10134537 3 0
chr8:10137360-10138641 0 4
chr8:10222449-10223730 6 0
chr8:10239798-10241079 26 1
chr8:10240605-10241886 11 29
chr8:10241888-10243169 6 3
chr8:10283750-10285031 18 12
chr8:10284665-10285946 12 3
chr8:10331386-10332667 2 1
chr8:10336306-10337587 0 14
chr8:10340448-10341729 8 1
chr8:10404693-10405974 13 21
chr8:10418137-10419418 2 16
chr8:10426536-10427817 5 36
chr8:10441642-10442923 23 3
chr8:10480067-10481348 9 1
chr8:10482136-10483417 19 36
chr8:10489008-10490450 10 27
chr8:10490108-10491389 11 1
chr8:10493452-10494733 6 14
chr8:10511989-10513270 7 7
chr8:10537296-10538577 9 15
chr8:10545480-10546761 3 1
chr8:10547550-10548831 14 17
chr8:10548333-10549614 11 16
chr8:10555788-10557069 7 4
chr8:10557084-10558365 19 15
chr8:10568046-10569386 15 23
chr8:10578624-10579905 3 1
chr8:10616778-10618090 12 31
chr8:10657863-10659144 9 12
chr8:10664620-10665901 9 1
chr8:10675747-10677293 38 8
chr8:10716077-10717358 1 0
chr8:10733967-10735248 25 7
chr8:10746322-10747854 9 13
chr8:10747448-10748729 21 32
chr8:10756085-10757366 9 37
chr8:10764124-10765405 4 5
chr8:10781521-10782802 17 57
chr8:10782144-10783425 1 17
chr8:10868225-10869506 0 2
chr8:10873228-10874509 11 21
chr8:10907167-10908448 4 13
chr8:10917934-10919215 2 32
chr8:10924279-10925579 5 45
chr8:10938125-10939790 31 42
chr8:10965338-10966619 1 3
chr8:11058655-11059936 7 4
chr8:11141001-11142521 21 28
chr8:11193774-11195055 0 0
chr8:11194703-11195984 15 11
chr8:11218418-11219699 8 8
chr8:11221900-11223181 3 19
chr8:11222371-11223652 5 9
chr8:11232513-11233794 0 9
chr8:11271821-11273102 28 12
chr8:11315012-11316524 44 72
chr8:11333499-11334780 12 4
chr8:11337046-11338596 11 14
chr8:11338331-11339612 4 3
chr8:11406488-11408042 12 21
chr8:11419858-11421139 12 0
chr8:11424326-11425607 86 20
chr8:11424714-11426003 48 16
chr8:11432897-11434178 1 0
chr8:11435718-11436999 2 7
chr8:11456562-11457843 8 28
chr8:11456965-11458246 0 16
chr8:11492304-11493585 17 2
chr8:11517126-11518407 16 42
chr8:11517567-11518848 21 19
chr8:11554015-11555296 0 29
chr8:11557519-11558800 5 36
chr8:11558013-11559294 17 30
chr8:11559285-11560566 4 26
chr8:11577860-11579141 26 2
chr8:11606209-11607490 9 0
chr8:11643200-11644485 16 6
chr8:11658931-11660212 2 32
chr8:11659401-11660682 15 55
chr8:11701854-11703135 36 10
chr8:11704314-11705596 5 2
chr8:11710726-11712186 68 94
chr8:11724038-11725319 28 10
chr8:11785465-11786746 5 3
chr8:11812086-11813367 0 32
chr8:11871044-11872325 10 6
chr8:11872157-11873438 0 26
chr8:11886404-11887685 9 12
chr8:11996342-11997623 5 0
chr8:12237097-12238438 17 42
chr8:12291376-12292657 0 1
chr8:12495584-12496865 3 0
chr8:12515434-12516753 10 29
chr8:12536160-12537441 3 2
chr8:12536696-12537977 12 0
chr8:12592979-12594260 17 1
chr8:12594792-12596073 1 16
chr8:12623701-12624982 24 0
chr8:12632755-12634036 20 0
chr8:12711433-12712714 5 0
chr8:12757689-12758970 1 13
chr8:12809067-12810348 10 7
chr8:12810040-12811321 3 2
chr8:12830832-12832113 3 14
chr8:12858090-12859371 32 8
chr8:12893583-12894864 0 2
chr8:12904310-12905591 0 16
chr8:12921836-12923117 4 8
chr8:12924111-12925392 0 11
chr8:12932491-12933793 11 1
chr8:12947149-12948747 22 19
chr8:12952419-12953700 2 15
chr8:12957591-12958872 0 7
chr8:12989634-12990915 4 19
chr8:13004399-13005680 1 9
chr8:13043691-13044972 7 9
chr8:13052493-13053774 0 0
chr8:13097106-13098387 1 0
chr8:13133331-13134848 49 110
chr8:13138529-13139810 1 6
chr8:13223706-13225088 51 98
chr8:13288908-13290189 16 7
chr8:13316889-13318170 19 32
chr8:13500029-13501310 0 3
chr8:13510018-13511299 1 0
chr8:13527002-13528283 9 2
chr8:13556202-13557483 0 20
chr8:13589868-13591149 4 15
chr8:13647448-13648729 0 1
chr8:13821646-13822927 12 0
chr8:13867027-13868308 1 1
chr8:13876402-13877683 11 0
chr8:13959280-13960561 0 0
chr8:13965267-13966693 4 43
chr8:14022012-14023293 13 7
chr8:14169653-14170934 20 3
chr8:14170190-14171471 21 5
chr8:14230186-14231467 5 0
chr8:14250248-14251529 15 0
chr8:14252695-14253976 0 0
chr8:14277734-14279015 11 1
chr8:14291391-14292672 0 32
chr8:14310745-14312026 6 13
chr8:14651953-14653234 4 2
chr8:14660147-14661428 10 18
chr8:14685804-14687085 6 10
chr8:14832062-14833343 0 26
chr8:14845601-14846882 4 20
chr8:14857734-14859015 31 1
chr8:14875745-14877026 6 10
chr8:14903220-14904501 0 15
chr8:14946824-14948105 16 0
chr8:15088129-15089410 23 15
chr8:15162725-15164006 0 0
chr8:15274305-15275622 5 13
chr8:15275183-15276464 4 0
chr8:15289935-15291216 12 0
chr8:15300018-15301299 15 21
chr8:15357416-15358697 0 0
chr8:15485093-15486374 0 0
chr8:15507617-15508898 7 3
chr8:15598258-15599539 10 4
chr8:15680189-15681470 0 26
chr8:15766376-15767657 10 0
chr8:15782445-15783853 0 5
chr8:15804655-15805936 0 0
chr8:15807675-15808956 6 30
chr8:15824141-15825422 6 14
chr8:15847344-15848625 0 0
chr8:15889413-15890703 51 21
chr8:16168306-16169587 0 18
chr8:16183339-16184620 0 0
chr8:16270381-16271662 0 22
chr8:16435866-16437147 0 0
chr8:16508275-16509556 33 1
chr8:16508670-16509951 27 0
chr8:16552585-16553866 10 17
chr8:16583319-16584600 13 0
chr8:16642014-16643295 17 42
chr8:16683046-16684438 33 57
chr8:16713280-16714561 6 21
chr8:16724223-16725504 0 0
chr8:16724762-16726043 20 9
chr8:16835980-16837261 10 0
chr8:16836470-16837751 7 1
chr8:16940465-16941746 11 20
chr8:17003217-17004498 13 48
chr8:17085578-17086859 0 0
chr8:17103394-17104950 9 11
chr8:17132906-17134187 12 0
chr8:17187413-17188694 13 20
chr8:17192792-17194073 21 29
chr8:17193608-17194897 4 8
chr8:17206146-17207566 14 33
chr8:17228010-17229291 10 1
chr8:17261745-17263026 7 10
chr8:17307026-17308307 0 1
chr8:17308340-17309621 2 0
chr8:17320073-17321354 17 0
chr8:17351837-17353118 7 3
chr8:17400202-17401684 26 9
chr8:17505548-17506829 13 5
chr8:17642469-17643750 35 0
chr8:17650084-17651365 17 10
chr8:17702602-17703883 11 0
chr8:17707013-17708294 8 0
chr8:17725419-17726700 11 3
chr8:17726161-17727442 10 26
chr8:17764990-17766271 10 2
chr8:17779495-17780776 3 0
chr8:17823027-17824308 0 21
chr8:17829016-17830297 0 1
chr8:17912752-17914033 1 2
chr8:17918363-17919644 6 0
chr8:17995403-17996684 2 3
chr8:18119440-18120721 19 0
chr8:18219069-18220350 14 13
chr8:18237358-18238942 43 16
chr8:18242723-18244004 23 3
chr8:18255652-18256933 0 1
chr8:18335916-18337197 0 0
chr8:18362313-18363594 6 11
chr8:18521971-18523252 9 11
chr8:18523037-18524318 8 37
chr8:18555505-18556786 0 23
chr8:18566001-18567282 8 2
chr8:18571077-18572358 21 5
chr8:18696639-18698020 31 33
chr8:18797062-18798343 6 1
chr8:18847183-18848464 0 15
chr8:18857439-18858720 3 17
chr8:18917864-18919145 1 0
chr8:18920968-18922249 0 12
chr8:18924222-18925503 7 18
chr8:18939116-18940397 0 13
chr8:18991557-18992872 31 35
chr8:18999462-19000743 0 1
chr8:19017879-19019160 11 18
chr8:19040642-19041923 8 17
chr8:19051317-19052598 16 27
chr8:19066067-19067348 0 0
chr8:19101781-19103405 1 27
chr8:19111492-19112773 0 0
chr8:19120557-19121838 0 0
chr8:19132214-19133495 11 19
chr8:19170231-19171512 0 17
chr8:19220992-19222273 10 7
chr8:19233552-19234833 34 5
chr8:19250208-19251675 9 43
chr8:19267580-19268861 1 21
chr8:19281010-19282291 0 29
chr8:19328705-19329986 13 20
chr8:19394128-19395462 40 6
chr8:19436001-19437282 1 24
chr8:19522407-19523790 37 32
chr8:19576392-19577673 11 1
chr8:19588630-19589911 11 1
chr8:19633459-19634740 19 0
chr8:19667339-19668620 6 12
chr8:19677693-19678974 14 2
chr8:19680894-19682175 8 1
chr8:19715064-19716345 14 7
chr8:19757798-19759079 1 3
chr8:19810217-19811498 11 6
chr8:19912514-19913795 7 3
chr8:20002462-20004123 32 16
chr8:20021749-20023141 16 62
chr8:20027743-20029024 1 0
chr8:20051179-20052460 1 24
chr8:20067511-20068792 0 0
chr8:20088897-20090178 20 14
chr8:20089864-20091145 0 12
chr8:20093029-20094464 20 24
chr8:20106533-20107814 22 4
chr8:20109119-20110400 6 24
chr8:20128376-20129657 1 2
chr8:20163894-20165175 32 17
chr8:20170882-20172163 2 0
chr8:20174261-20175542 26 12
chr8:20174756-20176037 23 0
chr8:20185857-20187648 23 21
chr8:20210227-20211508 1 0
chr8:20357426-20358707 33 9
chr8:20371270-20372551 1 0
chr8:20407745-20409026 0 5
chr8:20410573-20412231 7 27
chr8:20414529-20415810 6 2
chr8:20440138-20441419 23 1
chr8:20454337-20455618 24 0
chr8:20511145-20512426 0 0
chr8:20519950-20521231 0 1
chr8:20522364-20523645 18 0
chr8:20563065-20564346 2 33
chr8:20563619-20564900 0 20
chr8:20587357-20588638 0 15
chr8:20673605-20674886 12 10
chr8:20743541-20744822 9 0
chr8:20773105-20774386 23 8
chr8:20776519-20777800 0 2
chr8:20785649-20786930 5 0
chr8:20798795-20800076 3 0
chr8:20831090-20832371 6 35
chr8:20840727-20842008 3 15
chr8:20967528-20968809 0 19
chr8:20999870-21001151 0 17
chr8:21024643-21025924 27 12
chr8:21026939-21028220 17 0
chr8:21034387-21035668 8 0
chr8:21052127-21053408 0 0
chr8:21080661-21081942 10 20
chr8:21081349-21082630 25 16
chr8:21210104-21211385 17 8
chr8:21261310-21262591 1 7
chr8:21349334-21350743 70 214
chr8:21417285-21418566 7 27
chr8:21417983-21419264 12 4
chr8:21503234-21504515 33 14
chr8:21524613-21525894 8 22
chr8:21540917-21542656 69 93
chr8:21547222-21548503 1 26
chr8:21602166-21603447 7 11
chr8:21682989-21684690 45 33
chr8:21683852-21685133 12 37
chr8:21717417-21718698 0 1
chr8:21727553-21728834 24 11
chr8:21765900-21767181 24 12
chr8:21826907-21828188 5 1
chr8:21832942-21834587 31 43
chr8:21907364-21908645 24 25
chr8:21926326-21927607 20 7
chr8:21927112-21928393 12 19
chr8:21937970-21939251 5 16
chr8:21954569-21955850 40 17
chr8:21957978-21959259 25 27
chr8:21958441-21959925 14 23
chr8:21959493-21960774 15 35
chr8:21959983-21961264 18 18
chr8:21974822-21976171 33 13
chr8:21975569-21976850 18 0
chr8:21977804-21979085 3 23
chr8:21989941-21991222 9 10
chr8:22033191-22034472 6 24
chr8:22048085-22049755 37 85
chr8:22051406-22052704 30 28
chr8:22051933-22053214 12 9
chr8:22054218-22055499 1 18
chr8:22072224-22073505 23 7
chr8:22084714-22086052 87 84
chr8:22102410-22103691 24 31
chr8:22104858-22106249 34 7
chr8:22107480-22108761 27 3
chr8:22113975-22115256 7 5
chr8:22126014-22127295 1 38
chr8:22172178-22173459 4 0
chr8:22222871-22224152 11 5
chr8:22271964-22273245 7 8
chr8:22274197-22275881 20 39
chr8:22342527-22343808 3 8
chr8:22410790-22412350 31 41
chr8:22413511-22414792 8 2
chr8:22425727-22427008 8 1
chr8:22436292-22437573 4 19
chr8:22438275-22440191 53 47
chr8:22442090-22443371 2 24
chr8:22454102-22455626 54 6
chr8:22459488-22460775 14 10
chr8:22460510-22461791 6 6
chr8:22471178-22472589 8 39
chr8:22479201-22480806 44 88
chr8:22499394-22500675 13 56
chr8:22526120-22527401 10 13
chr8:22527054-22528702 5 32
chr8:22537271-22538552 14 17
chr8:22537958-22539239 11 20
chr8:22543565-22544878 26 10
chr8:22551930-22553211 24 59
chr8:22552329-22553713 33 78
chr8:22560904-22562185 19 3
chr8:22583310-22584886 41 11
chr8:22601472-22602908 45 70
chr8:22636001-22637282 6 33
chr8:22637847-22639128 15 19
chr8:22642455-22643736 11 0
chr8:22696331-22697612 31 1
chr8:22722364-22723645 4 25
chr8:22755670-22756992 1 0
chr8:22772689-22773970 21 10
chr8:22871598-22872879 21 3
chr8:22872561-22873842 1 6
chr8:22876166-22877447 21 3
chr8:22921007-22922288 13 29
chr8:22921430-22922823 24 42
chr8:22924933-22926959 53 46
chr8:22931572-22932963 21 5
chr8:22932089-22933370 28 5
chr8:22949227-22950508 24 14
chr8:22960034-22961413 31 10
chr8:23002018-23003299 21 29
chr8:23021034-23022315 3 60
chr8:23050537-23051818 0 10
chr8:23111999-23113280 4 22
chr8:23117755-23119036 0 19
chr8:23154715-23155996 9 14
chr8:23163615-23164952 13 21
chr8:23166117-23167398 1 7
chr8:23210679-23211960 0 25
chr8:23220229-23221510 7 1
chr8:23255702-23256983 0 26
chr8:23264898-23266179 6 21
chr8:23278771-23280052 10 2
chr8:23298185-23299826 41 49
chr8:23389297-23390578 9 9
chr8:23396551-23397832 1 33
chr8:23398268-23399561 60 21
chr8:23404619-23405900 17 0
chr8:23411299-23412580 20 1
chr8:23431420-23432701 2 2
chr8:23539150-23540431 0 1
chr8:23562753-23564034 6 18
chr8:23618602-23619898 56 130
chr8:23646641-23647965 9 18
chr8:23655528-23656936 44 48
chr8:23739097-23740378 0 12
chr8:23746561-23747943 8 20
chr8:23753509-23754790 32 6
chr8:23777073-23778354 0 0
chr8:23778978-23780259 8 7
chr8:24044898-24046179 5 0
chr8:24125298-24126579 0 45
chr8:24166805-24168086 0 22
chr8:24198766-24200047 18 1
chr8:24206981-24208262 23 1
chr8:24257133-24258414 3 0
chr8:24271960-24273241 0 34
chr8:24346942-24348223 0 5
chr8:24394220-24395501 1 0
chr8:24398029-24399310 0 0
chr8:24511588-24512869 17 4
chr8:24526225-24527506 4 2
chr8:24735097-24736378 17 6
chr8:24755082-24756363 9 9
chr8:24771193-24772474 18 71
chr8:24811571-24812988 13 13
chr8:24812490-24813771 17 19
chr8:24848984-24850265 1 0
chr8:24860637-24861918 7 0
chr8:24893766-24895381 5 27
chr8:25022229-25023510 19 3
chr8:25036790-25038370 17 24
chr8:25052559-25054165 10 1
chr8:25056088-25057369 1 2
chr8:25118705-25119986 0 0
chr8:25135037-25136318 2 21
chr8:25165509-25167055 13 14
chr8:25174125-25175406 1 16
chr8:25202399-25203725 13 10
chr8:25237153-25238434 14 11
chr8:25251995-25253276 3 11
chr8:25265157-25266438 9 18
chr8:25267042-25268323 29 3
chr8:25269495-25270776 11 16
chr8:25314875-25316156 6 0
chr8:25316258-25317539 2 1
chr8:25336701-25338173 25 57
chr8:25434150-25435431 3 1
chr8:25458689-25459970 0 5
chr8:25534176-25535457 5 14
chr8:25547326-25548607 8 45
chr8:25557836-25559117 3 10
chr8:25565359-25566640 1 0
chr8:25626507-25627788 23 1
chr8:25655786-25657067 2 0
chr8:25687818-25689099 37 14
chr8:25688455-25689736 2 16
chr8:25771404-25772685 4 6
chr8:25834653-25835934 15 4
chr8:25890088-25891369 1 14
chr8:25898560-25899841 12 1
chr8:25900764-25902045 17 28
chr8:26008486-26010039 39 28
chr8:26096430-26097711 1 0
chr8:26135284-26136565 8 1
chr8:26148367-26149751 22 7
chr8:26221167-26222448 0 23
chr8:26238554-26240013 31 2
chr8:26239171-26240452 25 35
chr8:26240083-26241364 1 0
chr8:26264851-26266132 25 4
chr8:26290999-26292280 3 10
chr8:26299510-26300791 8 2
chr8:26308850-26310131 18 6
chr8:26404764-26406045 11 27
chr8:26492057-26493338 2 11
chr8:26495284-26496565 8 43
chr8:26495703-26496984 11 51
chr8:26582338-26583619 20 11
chr8:26615350-26616631 0 7
chr8:26687010-26688291 0 13
chr8:26687655-26688936 3 35
chr8:26698761-26700042 0 0
chr8:26748451-26749732 0 2
chr8:26767439-26768720 10 0
chr8:26805324-26807066 40 10
chr8:26821975-26823256 2 6
chr8:26936236-26937517 0 0
chr8:26947251-26948532 6 2
chr8:26970448-26971729 9 7
chr8:26977818-26979099 0 15
chr8:27047211-27048492 0 12
chr8:27098325-27099606 33 3
chr8:27192487-27193768 2 0
chr8:27209272-27210553 16 9
chr8:27219073-27220467 42 70
chr8:27287573-27289230 47 21
chr8:27290575-27291856 0 0
chr8:27300002-27301283 2 18
chr8:27308324-27309973 33 30
chr8:27383116-27384397 11 0
chr8:27400982-27402263 7 27
chr8:27401460-27402741 3 9
chr8:27417455-27418736 23 3
chr8:27428766-27430047 9 15
chr8:27439922-27441203 2 8
chr8:27483238-27484519 25 0
chr8:27494148-27495429 21 8
chr8:27508637-27509918 1 1
chr8:27523943-27525268 23 6
chr8:27714007-27715288 0 17
chr8:27743305-27744586 1 22
chr8:27772754-27774035 27 21
chr8:27857293-27858574 3 29
chr8:27938142-27939423 3 9
chr8:27974077-27975358 2 0
chr8:27975613-27976894 12 20
chr8:28081187-28082468 19 0
chr8:28096228-28097509 0 18
chr8:28103136-28104417 3 0
chr8:28114465-28115746 9 13
chr8:28129864-28131232 34 8
chr8:28130403-28131850 52 30
chr8:28205574-28206855 20 17
chr8:28206067-28207399 34 11
chr8:28208515-28209796 70 10
chr8:28209211-28210559 36 7
chr8:28210161-28211442 1 35
chr8:28213450-28214731 2 9
chr8:28228465-28229746 0 13
chr8:28410125-28411406 0 0
chr8:28412706-28413987 1 0
chr8:28432143-28433424 0 19
chr8:28434035-28435316 13 27
chr8:28504601-28505882 15 31
chr8:28573187-28574468 12 22
chr8:28633045-28634326 7 29
chr8:28670465-28671746 12 5
chr8:28764249-28765530 2 7
chr8:28913754-28915663 64 39
chr8:28927866-28929521 11 67
chr8:28947831-28949112 23 3
chr8:28950514-28951795 0 16
chr8:28965924-28967205 8 22
chr8:28972943-28974224 19 1
chr8:29198476-29199944 44 7
chr8:29201113-29202394 0 26
chr8:29204918-29206199 20 22
chr8:29205370-29206651 28 23
chr8:29326132-29327413 2 0
chr8:29360667-29361948 0 2
chr8:29379242-29380523 29 28
chr8:29386609-29388230 4 10
chr8:29412460-29413952 38 5
chr8:29419420-29420757 3 3
chr8:29422189-29423470 3 7
chr8:29448781-29450266 40 49
chr8:29491091-29492372 2 1
chr8:29521996-29523467 29 3
chr8:29589790-29591071 1 12
chr8:29627443-29628762 42 18
chr8:29627955-29629236 38 14
chr8:29630437-29631718 1 21
chr8:29701926-29703207 18 3
chr8:29710099-29711673 16 33
chr8:29718902-29720411 5 24
chr8:29753867-29755148 1 23
chr8:29794009-29795534 24 15
chr8:29815227-29816508 15 0
chr8:29818492-29819773 2 33
chr8:29826517-29827798 4 5
chr8:29827527-29828808 3 0
chr8:29913872-29915153 13 10
chr8:29914342-29915667 33 12
chr8:29922755-29924036 11 0
chr8:30105895-30107176 10 6
chr8:30112075-30113356 4 27
chr8:30167968-30169249 0 1
chr8:30206098-30207379 2 7
chr8:30239527-30240808 18 19
chr8:30240067-30241348 7 25
chr8:30242652-30243990 26 6
chr8:30271341-30272622 0 8
